Po Name,Zip,latitude,Pop2001,Area,zip2,State,longitude,Sumblkpop
MT MEADOWS AREA,00012,40.2487,60,44.92381,12,CA,-120.959,147
WEST PIMA COUNTY,00014,32.1846,80,1231.60173,14,AZ,-113.026,83
CORONADO NTL FOREST,00015,32.3739,206,430.67881,15,AZ,-110.657,176
SEQUOIA NATIONAL FOREST,00016,35.51,8,124.15293,16,CA,-118.357,8
NORTHEAST FRESNO COUNTY,00017,37.1711,63,1168.75167,17,CA,-118.929,62
LOS PADRES NTL FOREST,00018,34.6121,262,642.49375,18,CA,-119.08,171
LASSEN NTL FOREST,00019,40.8317,3909,1443.5062,19,CA,-120.319,3923
SIERRA NATIONAL FOREST,00020,37.5979,0,414.3084,20,CA,-119.275,0
JACKSON ST FOREST,00022,39.4535,78,146.23037,22,CA,-123.61,78
EAST TULARE COUNTY,00026,36.2504,1052,2280.76779,26,CA,-118.463,1056
PIKE NTL FOREST,00027,38.8827,423,58.56489,27,CO,-104.974,197
PLUMAS NTL FOREST,00028,40.0043,256,877.76809,28,CA,-120.886,259
TAHOE NATIONAL FOREST,00029,39.4791,34,23.50086,29,CA,-121.11,34
LASSEN NATIONAL FOREST,00031,40.3773,0,67.95727,31,CA,-121.131,0
LOS PADRES NTL FOREST,00032,34.7564,728,970.44641,32,CA,-119.776,689
TAHOE NATIONAL FOREST,00033,39.5464,611,345.78188,33,CA,-120.27,594
KLAMATH NATIONAL FOREST,00034,41.9439,241,287.65789,34,CA,-123.184,246
MODOC/SHASTA/KLAMATH FOR,00035,41.4665,145,1107.24594,35,CA,-121.796,146
WEST TEHAMA COUNTY,00037,40.0688,298,756.47941,37,CA,-122.751,288
EAST TEHAMA COUNTY,00038,40.143,79,638.91606,38,CA,-121.711,79
SOUTHEAST TRINITY COUNTY,00039,40.328,1003,1051.28917,39,CA,-123.177,988
YOSEMITE NTL PARK,00040,37.9785,26,573.36552,40,CA,-119.614,27
WEST BROWARD COUNTY,00041,26.1628,0,803.32126,41,FL,-80.6161,0
SOUTHWEST BREVARD CNTY,00042,27.9968,180,231.56838,42,FL,-80.7936,176
EVERGLADES,00043,25.5797,188,1128.44886,43,FL,-80.6947,167
SOUTH ALPINE COUNTY,00044,38.5173,271,460.3316,44,CA,-119.831,273
SOUTHEAST MARION CNTY,00045,29.094,83,119.40727,45,FL,-81.7347,79
WEST GLENN COUNTY,00047,39.6296,162,316.68757,47,CA,-122.734,163
MENDOCINO NTL FOREST,00048,39.3271,130,408.4265,48,CA,-122.809,135
SIX RIVERS NATIONAL FORE,00049,41.5655,56,316.12006,49,CA,-123.774,56
SIX RIVERS NTL FOREST,00050,41.2223,188,370.39884,50,CA,-123.617,192
ELDORADO NTL FOREST,00051,38.8961,36,339.4351,51,CA,-120.365,36
ELDORADO NTL FOREST,00052,38.6543,0,148.52444,52,CA,-120.301,0
SOUTHWEST PALM BEACH CO,00053,26.476,22,778.34037,53,FL,-80.5571,20
SIX RIVERS NTL FOREST,00054,40.9563,236,487.60095,54,CA,-123.771,236
TRINITY NTL FOREST,00055,40.9758,110,364.59869,55,CA,-123.249,112
SNAKE RIV BIRDS OF PREY,00056,43.2416,27,335.15295,56,ID,-116.188,25
CHANNEL ISLANDS NATIONAL PK,00057,33.9953,6,196.53041,57,CA,-119.944,7
YOSEMITE NTL PARK,00058,37.6615,1121,251.88694,58,CA,-119.57,1129
VOYAGEURS NATL PARK,00059,48.408,65,387.73093,59,MN,-92.7802,20
SUPERIOR NATIONAL FOREST,00060,48.117,37,662.8281,60,MN,-92.1379,30
CHANNEL IS AIR GUARD STATION,00061,33.2476,0,22.94635,61,CA,-119.505,0
BENTON LAKE NWR,00063,47.6703,3,17.20713,63,MT,-111.332,3
SANDOVAL COUNTY,00064,35.6742,2191,1535.48977,64,NM,-106.948,2124
PLUMAS NATIONAL PARK,00065,39.6392,59,196.49823,65,CA,-120.81,59
WHITE SANDS MISSILE RNGE,00066,32.7371,22,650.16976,66,NM,-106.524,23
N CENTRAL COMANCHE CNTY,00067,34.731,784,281.35475,67,OK,-98.6112,788
SIUSLAW NTL FOREST,00068,44.1908,68,69.86194,68,OR,-123.906,70
WILLAMETTE NATIONAL FOR,00069,43.8511,88,1244.73994,69,OR,-122.271,118
MT HOOD NATIONAL FOREST,00070,45.0892,512,682.17066,70,OR,-121.983,503
UINTA NTL FOREST,00071,40.0335,956,853.57765,71,UT,-111.369,960
NATIONAL FOREST/PARK,00072,48.8168,116,1377.85063,72,WA,-121.36,121
USDOE HANFORD SITE,00073,46.5168,5,428.0426,73,WA,-119.533,4
YAKIMA INDIAN RES,00074,46.2379,500,1583.75693,74,WA,-120.922,428
YELLOWSTONE NATL PARK,00075,44.938,63,247.76542,75,MT,-110.792,61
OKANOGAN NATL PARK,00076,48.8402,30,733.72343,76,WA,-120.409,46
WILLAMETTE NATL FOREST,00077,44.4549,153,1068.15828,77,OR,-122.208,152
YELOWSTONE,00078,44.3057,0,56.93614,78,ID,-111.073,0
LAKE MEMPHREMAGOG,00082,44.9817,10,8.12703,82,VT,-72.2188,13
CENTRAL PARK,00083,40.7824,17,1.38192,83,NY,-73.9656,18
HOFFMAN FOREST,00084,34.8891,18,47.98008,84,NC,-77.4217,18
NW INDIAN RIVER COUNTY,00087,27.7402,3,144.16371,87,FL,-80.7496,3
EVERGLADES-MONROE COUNTY,00097,25.6499,4,530.11214,97,FL,-81.0579,5
EVERGLADES-S MONROE CNTY,00098,25.3188,48,349.06132,98,FL,-81.0264,55
WASATCH NATIONAL FOREST,00100,40.7121,1489,145.24147,100,UT,-111.726,1093
MARSH ISLAND,00116,29.5606,0,114.16079,116,LA,-91.8688,0
TIMBALIER ISLANDS,00119,29.0829,0,6.71096,119,LA,-90.3992,0
RACCOON POINT ISLES,00120,29.0507,0,5.24936,120,LA,-90.7976,0
MISSISSIPPI DELTA,00121,29.1015,0,41.37438,121,LA,-89.1787,0
CHANDELEUR ISLANDS,00122,29.8798,0,9.29812,122,LA,-88.8463,0
NORTHWEST AROOSTOOK,00125,46.825,16,2515.64728,125,ME,-69.2008,17
NORTH FRANKLIN COUNTY,00126,45.2991,42,505.15006,126,ME,-70.6431,41
EAST HANCOCK COUNTY,00127,44.9393,168,486.33576,127,ME,-68.1441,164
NORTH OXFORD COUNTY,00128,45.1575,5,245.21125,128,ME,-70.9503,5
NORTH PENOBSCOT COUNTY,00130,45.6559,394,634.46215,130,ME,-68.6861,390
NORTH SOMERSET COUNTY,00132,46.1026,45,1406.65585,132,ME,-69.9841,45
WEST CENTRAL SOMERSET CO,00133,45.3806,46,709.07501,133,ME,-70.2742,47
NORTHERN WASHINGTON CO,00134,45.0507,230,701.36141,134,ME,-67.8523,231
NORTHERN PISCATAQUIS CNT,00135,46.0282,408,3170.60807,135,ME,-69.2536,394
CENTRAL AROOSTOOK CNTY,00137,46.378,34,518.88889,137,ME,-68.1877,35
SOUTH AROOSTOOK CNTY,00138,45.9049,25,207.45739,138,ME,-68.1132,24
TWPS D-E-6-FRANKLIN CNTY,00139,44.7994,0,104.70994,139,ME,-70.6085,0
WYMAN TWP-FRANKLIN CNTY,00140,45.1285,71,19.98191,140,ME,-70.356,70
T3 R1 NBPP-PENOBSCOT CO,00141,45.2785,2,45.27581,141,ME,-68.261,2
E CENTRAL SOMERSET CNTY,00145,45.3467,2,133.31351,145,ME,-69.7892,2
EAST CENTRAL FRANKLIN,00147,44.9809,94,87.00667,147,ME,-70.3795,93
NE AROOSTOOK COUNTY,00148,46.9372,7,245.51086,148,ME,-68.4245,7
S CENTRAL WASHINGTON CO,00151,44.9136,42,115.45565,151,ME,-67.4589,42
ASSATEAGUE ISLAND NTL SE,00152,38.1508,0,13.60722,152,MD,-75.181,0
BOSTON HARBOR ISLANDS,00157,42.3185,0,0.39537,157,MA,-71.0019,0
MONOMOY ISLAND,00158,41.5782,0,2.7391,158,MA,-69.993,0
NOMANS LAND,00159,41.2558,0,0.98068,159,MA,-70.8151,0
SUPERIOR NATIONAL FOREST,00160,47.9465,322,526.14478,160,MN,-90.7457,257
SUPERIOR NATIONAL FOREST,00161,48.0093,240,527.71898,161,MN,-91.4014,175
NORTHWEST BELTRAMI CNTY,00164,48.4523,43,215.0733,164,MN,-95.4069,43
BELTRAMI ISL STATE FOR,00165,48.535,23,582.56177,165,MN,-95.0079,23
RED LAKE INDIAN RES,00166,48.2104,26,696.70119,166,MN,-95.0502,25
BEANS PURCHASE,00168,44.2908,4,67.7694,168,NH,-71.1202,4
SUCCESS,00169,44.5125,2,59.55423,169,NH,-71.0774,2
SECOND COLLEGE GRANT,00170,44.9132,0,41.80214,170,NH,-71.1071,0
HADLEYS PURCHASE,00172,44.1256,0,7.23857,172,NH,-71.3336,0
CUTTS GRANT,00173,44.2051,0,11.09949,173,NH,-71.3369,0
BEANS GRANT,00174,44.2229,0,9.69058,174,NH,-71.3769,0
SARGENTS PURCHASE,00176,44.2189,0,25.64701,176,NH,-71.3008,0
PINKHAM GRANT,00177,44.2608,0,3.63319,177,NH,-71.2452,0
CHANDLERS PURCHASE,00179,44.2613,0,2.14147,179,NH,-71.3587,0
THOMPSON/MESERVES PURCH,00180,44.3013,0,17.81669,180,NH,-71.292,0
LOW AND BURBANKS GRANT,00181,44.3229,0,25.91791,181,NH,-71.3653,0
CRAWFORDS PURCHASE,00182,44.2627,0,8.1828,182,NH,-71.4016,0
GREENS GRANT,00183,44.2987,0,3.68805,183,NH,-71.2216,0
MARTINS LOCATION,00184,44.3255,0,2.67982,184,NH,-71.2184,0
KILKENNY,00185,44.5283,34,39.15479,185,NH,-71.3851,34
ERVINGS LOCATION,00186,44.8008,1,3.66047,186,NH,-71.344,1
DIX GRANT,00187,44.9128,0,19.99285,187,NH,-71.1928,0
PADRE ISLAND NTL SEASHOR,00188,27.1333,6,91.53212,188,TX,-97.334,6
WARNERS GRANT,00190,44.922,0,3.23075,190,VT,-71.9129,0
WEST WARREN GORE,00191,44.9113,10,11.71276,191,VT,-71.8759,10
LEWIS MCD,00192,44.8664,0,40.75042,192,VT,-71.7504,0
LONG ISLAND,00195,46.4502,0,8.3092,195,WA,-123.967,0
B M GOLDWATER A F RANGE,00197,32.8091,861,2652.65837,197,AZ,-112.718,870
TONTO NATIONAL FOREST,00199,33.9604,16,166.41568,199,AZ,-111.896,15
AGAWAM,01001,42.0638,16381,11.84404,1001,MA,-72.6232,16294
AMHERST,01002,42.3762,36799,58.78497,1002,MA,-72.4626,36652
AMHERST,01003,42.389,69,0.25264,1003,MA,-72.5286,69
BARRE,01005,42.4202,5241,44.62006,1005,MA,-72.1061,5113
BELCHERTOWN,01007,42.2788,13220,55.1916,1007,MA,-72.4007,13008
BLANDFORD,01008,42.1862,1184,53.81636,1008,MA,-72.9568,1176
BRIMFIELD,01010,42.1284,3469,35.61977,1010,MA,-72.2062,3433
CHESTER,01011,42.2766,2265,52.34829,1011,MA,-72.9973,2265
CHESTERFIELD,01012,42.3622,326,4.69974,1012,MA,-72.8246,319
CHICOPEE,01013,42.1598,22992,6.50012,1013,MA,-72.6081,22943
CHICOPEE,01020,42.1759,29651,12.67077,1020,MA,-72.5656,29694
CHICOPEE,01022,42.1968,1989,5.02166,1022,MA,-72.5429,2006
CUMMINGTON,01026,42.4499,1411,37.55055,1026,MA,-72.9076,1398
EASTHAMPTON,01027,42.2951,17525,40.91638,1027,MA,-72.743,17467
EAST LONGMEADOW,01028,42.0597,14174,12.83776,1028,MA,-72.4986,14069
FEEDING HILLS,01030,42.0679,11856,12.82679,1030,MA,-72.6786,11867
GILBERTVILLE,01031,42.3638,2273,26.5498,1031,MA,-72.1981,1648
GOSHEN,01032,42.4587,196,5.08112,1032,MA,-72.8256,268
GRANBY,01033,42.2601,6210,28.52891,1033,MA,-72.5038,6132
GRANVILLE,01034,42.0856,1992,75.65801,1034,MA,-72.9565,1967
HADLEY,01035,42.3558,4859,24.4455,1035,MA,-72.5691,4793
HAMPDEN,01036,42.0639,5198,19.53081,1036,MA,-72.4159,5152
HATFIELD,01038,42.3851,2541,10.89233,1038,MA,-72.6071,2527
HAYDENVILLE,01039,42.4073,1500,15.81738,1039,MA,-72.6902,1493
HOLYOKE,01040,42.2123,39883,22.896,1040,MA,-72.6411,39935
HUNTINGTON,01050,42.2893,2456,41.62476,1050,MA,-72.873,2428
LEEDS,01053,42.3527,1340,4.34379,1053,MA,-72.7169,1338
LEVERETT,01054,42.4756,1548,21.97086,1054,MA,-72.4867,1496
LUDLOW,01056,42.1918,21289,27.90109,1056,MA,-72.4569,21230
MONSON,01057,42.09,8288,44.13763,1057,MA,-72.3237,8355
NORTHAMPTON,01060,42.3203,14988,12.41004,1060,MA,-72.6314,14989
FLORENCE,01062,42.3246,12188,19.06187,1062,MA,-72.6923,12134
NORTHAMPTON,01063,42.3179,512,0.05443,1063,MA,-72.6381,512
OAKHAM,01068,42.3495,1701,21.65903,1068,MA,-72.0463,1673
PALMER,01069,42.1874,10058,31.18808,1069,MA,-72.3082,9978
PLAINFIELD,01070,42.5198,557,19.79838,1070,MA,-72.9252,554
RUSSELL,01071,42.1631,1498,16.85726,1071,MA,-72.8589,1502
SHUTESBURY,01072,42.461,1720,21.62726,1072,MA,-72.4158,1459
SOUTHAMPTON,01073,42.2309,5487,29.03147,1073,MA,-72.7388,5387
SOUTH HADLEY,01075,42.2567,17236,18.38386,1075,MA,-72.5792,17196
SOUTHWICK,01077,42.0546,8876,31.35969,1077,MA,-72.778,8794
THREE RIVERS,01080,42.18,2669,2.48013,1080,MA,-72.3698,2655
WALES,01081,42.0632,1877,16.70584,1081,MA,-72.2258,1675
WARE,01082,42.292,9722,51.7646,1082,MA,-72.2754,10286
WEST CHESTERFIELD,01084,42.3813,140,6.92736,1084,MA,-72.8829,137
WESTFIELD,01085,42.1532,41223,61.83655,1085,MA,-72.7704,40819
WEST HATFIELD,01088,42.3949,642,5.34421,1088,MA,-72.6472,643
WEST SPRINGFIELD,01089,42.1256,27895,16.89545,1089,MA,-72.6508,27785
WEST WARREN,01092,42.2043,2676,16.0297,1092,MA,-72.2193,2619
WILBRAHAM,01095,42.1271,13543,22.4293,1095,MA,-72.4307,13473
WILLIAMSBURG,01096,42.4208,2544,44.99048,1096,MA,-72.7775,2534
WORTHINGTON,01098,42.3944,1223,31.32156,1098,MA,-72.9428,1194
SPRINGFIELD,01103,42.1033,2737,0.31553,1103,MA,-72.5901,2948
SPRINGFIELD,01104,42.1332,22832,5.89931,1104,MA,-72.567,22793
SPRINGFIELD,01105,42.1005,13275,1.5708,1105,MA,-72.5798,12985
LONGMEADOW,01106,42.0484,15911,10.19517,1106,MA,-72.5709,15882
SPRINGFIELD,01107,42.1202,10884,1.63877,1107,MA,-72.6082,10888
SPRINGFIELD,01108,42.0812,25811,3.4545,1108,MA,-72.5579,25693
SPRINGFIELD,01109,42.1169,30544,5.12317,1109,MA,-72.5479,30536
SPRINGFIELD,01118,42.0947,14399,3.77173,1118,MA,-72.5245,14382
SPRINGFIELD,01119,42.1238,13395,3.77677,1119,MA,-72.5111,13348
SPRINGFIELD,01128,42.0947,2989,1.1054,1128,MA,-72.4875,2993
SPRINGFIELD,01129,42.1217,6936,3.35932,1129,MA,-72.4871,6952
INDIAN ORCHARD,01151,42.1529,8371,2.61314,1151,MA,-72.509,8356
PITTSFIELD,01201,42.4615,47550,71.51405,1201,MA,-73.285,47838
ADAMS,01220,42.6214,9100,26.37127,1220,MA,-73.1169,9175
ASHLEY FALLS,01222,42.0607,790,3.1307,1222,MA,-73.3201,770
BECKET,01223,42.3549,1029,49.77094,1223,MA,-73.1452,992
BERKSHIRE,01224,42.5063,288,0.62719,1224,MA,-73.1986,288
CHESHIRE,01225,42.5601,3021,24.70678,1225,MA,-73.1585,3035
DALTON,01226,42.4825,6983,25.57251,1226,MA,-73.1515,6954
GREAT BARRINGTON,01230,42.1771,9907,108.08043,1230,MA,-73.3269,9892
HINSDALE,01235,42.4305,2421,46.16709,1235,MA,-73.0716,2590
HOUSATONIC,01236,42.2662,1101,6.48754,1236,MA,-73.3812,1094
LANESBORO,01237,42.5742,2418,51.04201,1237,MA,-73.2551,2413
LEE,01238,42.2801,6633,58.11252,1238,MA,-73.198,6618
LENOX,01240,42.3698,4929,22.85728,1240,MA,-73.2771,4932
MIDDLEFIELD,01243,42.3521,523,22.76636,1243,MA,-73.0186,511
MONTEREY,01245,42.2034,401,18.10563,1245,MA,-73.2235,430
NORTH ADAMS,01247,42.6996,16639,45.03506,1247,MA,-73.0937,16807
OTIS,01253,42.2026,1352,34.60415,1253,MA,-73.0916,1318
RICHMOND,01254,42.3818,1063,15.23138,1254,MA,-73.3667,1077
SANDISFIELD,01255,42.1084,828,53.11777,1255,MA,-73.1228,824
SAVOY,01256,42.5996,750,38.11664,1256,MA,-73.0207,750
SHEFFIELD,01257,42.0976,2324,37.88135,1257,MA,-73.3688,2295
SOUTH EGREMONT,01258,42.0938,129,22.33117,1258,MA,-73.4661,130
SOUTHFIELD,01259,42.0731,749,24.16803,1259,MA,-73.2413,733
STOCKBRIDGE,01262,42.2884,1505,13.70442,1262,MA,-73.3177,1501
WEST STOCKBRIDGE,01266,42.3039,1952,30.56645,1266,MA,-73.385,1956
WILLIAMSTOWN,01267,42.6849,8405,46.89709,1267,MA,-73.2282,8424
WINDSOR,01270,42.5138,834,32.33645,1270,MA,-73.0476,817
GREENFIELD,01301,42.6248,18268,27.97964,1301,MA,-72.6029,18372
ASHFIELD,01330,42.5224,1645,33.30197,1330,MA,-72.8195,1486
ATHOL,01331,42.5647,13236,61.15681,1331,MA,-72.1845,13076
BERNARDSTON,01337,42.6969,2951,35.90344,1337,MA,-72.5781,2777
BUCKLAND,01338,42.5788,99,0.90287,1338,MA,-72.803,99
CHARLEMONT,01339,42.6077,1451,53.3845,1339,MA,-72.8947,1515
COLRAIN,01340,42.6873,2156,57.37234,1340,MA,-72.7376,2175
CONWAY,01341,42.5015,1902,31.37269,1341,MA,-72.7033,1643
DEERFIELD,01342,42.5413,1258,20.69716,1342,MA,-72.6106,1388
DRURY,01343,42.6516,189,6.11311,1343,MA,-72.9865,123
ERVING,01344,42.6099,796,13.31785,1344,MA,-72.4211,911
HEATH,01346,42.663,207,5.83573,1346,MA,-72.8326,206
TURNERS FALLS,01349,42.5703,1849,10.00213,1349,MA,-72.4915,1724
MONROE BRIDGE,01350,42.7227,78,10.76657,1350,MA,-72.9825,78
MONTAGUE,01351,42.5408,1913,18.71177,1351,MA,-72.5187,1955
NEW SALEM,01355,42.4517,821,59.10818,1355,MA,-72.3299,849
NORTHFIELD,01360,42.6754,2972,35.77095,1360,MA,-72.4463,2953
ORANGE,01364,42.6106,7602,36.94181,1364,MA,-72.2922,7545
PETERSHAM,01366,42.453,1134,66.60436,1366,MA,-72.2252,1117
ROWE,01367,42.6975,496,30.80372,1367,MA,-72.9196,565
ROYALSTON,01368,42.6786,1246,44.59129,1368,MA,-72.1855,1216
SHELBURNE FALLS,01370,42.5998,4453,56.92348,1370,MA,-72.737,4535
SOUTH DEERFIELD,01373,42.4652,4706,26.31499,1373,MA,-72.6189,4684
SUNDERLAND,01375,42.4651,3786,14.79992,1375,MA,-72.5545,3777
TURNERS FALLS,01376,42.6238,6647,19.427,1376,MA,-72.5207,6774
WARWICK,01378,42.6753,732,36.41195,1378,MA,-72.3423,771
WENDELL,01379,42.5527,670,31.35392,1379,MA,-72.404,916
FITCHBURG,01420,42.5898,39346,28.99187,1420,MA,-71.816,39102
ASHBURNHAM,01430,42.659,5626,40.94758,1430,MA,-71.9252,5559
ASHBY,01431,42.6766,2871,24.32318,1431,MA,-71.8229,2853
AYER,01432,42.5537,8148,14.0906,1432,MA,-71.5862,8052
BALDWINVILLE,01436,42.6005,3334,13.01584,1436,MA,-72.0905,3288
GARDNER,01440,42.5844,21034,23.48541,1440,MA,-71.9857,20788
GROTON,01450,42.6137,9899,33.68207,1450,MA,-71.5615,9697
HARVARD,01451,42.501,5296,21.6187,1451,MA,-71.5774,5161
HUBBARDSTON,01452,42.4838,4031,41.84287,1452,MA,-72.0053,3909
LEOMINSTER,01453,42.5202,41880,29.00681,1453,MA,-71.7696,41303
LITTLETON,01460,42.535,8339,17.56415,1460,MA,-71.4888,8142
LUNENBURG,01462,42.5895,9493,27.03909,1462,MA,-71.7206,9366
PEPPERELL,01463,42.6713,11132,23.32441,1463,MA,-71.604,10979
SHIRLEY,01464,42.5737,6432,16.09565,1464,MA,-71.648,6409
TEMPLETON,01468,42.5482,3548,19.65598,1468,MA,-72.0629,3499
TOWNSEND,01469,42.6667,6573,22.40838,1469,MA,-71.6936,6522
WESTMINSTER,01473,42.5511,6998,36.56727,1473,MA,-71.9026,6892
WEST TOWNSEND,01474,42.667,2737,10.57508,1474,MA,-71.749,2676
WINCHENDON,01475,42.667,9751,43.82858,1475,MA,-72.0485,9609
AUBURN,01501,42.1961,16050,15.6081,1501,MA,-71.8439,15880
BERLIN,01503,42.3838,2382,13.08833,1503,MA,-71.6354,2350
BLACKSTONE,01504,42.0398,8952,11.23774,1504,MA,-71.5308,8820
BOYLSTON,01505,42.3563,4075,19.68876,1505,MA,-71.7209,4008
BROOKFIELD,01506,42.1937,3070,16.61616,1506,MA,-72.1043,3048
CHARLTON,01507,42.135,11545,43.963,1507,MA,-71.9684,11263
CLINTON,01510,42.412,13583,7.26508,1510,MA,-71.6885,13428
EAST BROOKFIELD,01515,42.2033,2129,10.3872,1515,MA,-72.0466,2100
DOUGLAS,01516,42.052,7088,37.21368,1516,MA,-71.7526,6905
FISKDALE,01518,42.1197,2396,9.7297,1518,MA,-72.1199,2374
GRAFTON,01519,42.2021,5688,9.78772,1519,MA,-71.6727,5565
HOLDEN,01520,42.334,12827,19.22887,1520,MA,-71.853,12650
HOLLAND,01521,42.0576,2285,10.98398,1521,MA,-72.163,2264
JEFFERSON,01522,42.3811,3023,17.00112,1522,MA,-71.8687,2971
LANCASTER,01523,42.4826,7460,29.198,1523,MA,-71.6781,7386
LEICESTER,01524,42.2478,6556,17.77584,1524,MA,-71.9184,6477
MILLBURY,01527,42.1922,12959,16.15476,1527,MA,-71.7738,12787
MILLVILLE,01529,42.0391,2821,5.05441,1529,MA,-71.5772,2724
NEW BRAINTREE,01531,42.3189,1346,21.16219,1531,MA,-72.1295,1322
NORTHBOROUGH,01532,42.323,14286,18.81413,1532,MA,-71.6463,14018
NORTHBRIDGE,01534,42.1411,4662,8.62837,1534,MA,-71.6436,4633
NORTH BROOKFIELD,01535,42.2693,4706,21.6729,1535,MA,-72.0782,4683
NORTH GRAFTON,01536,42.229,6548,9.38489,1536,MA,-71.6967,6465
NORTH OXFORD,01537,42.1628,2004,6.17854,1537,MA,-71.8957,1986
OXFORD,01540,42.1188,11569,21.3607,1540,MA,-71.858,11375
PRINCETON,01541,42.4566,3395,36.5745,1541,MA,-71.8817,3358
ROCHDALE,01542,42.2022,1866,3.77229,1542,MA,-71.9107,1842
RUTLAND,01543,42.3845,6520,36.12417,1543,MA,-71.9676,6335
SHREWSBURY,01545,42.284,32564,21.62996,1545,MA,-71.7156,31591
SOUTHBRIDGE,01550,42.0599,17352,20.64156,1550,MA,-72.0338,17214
SOUTH GRAFTON,01560,42.1756,2898,4.1581,1560,MA,-71.6813,2868
SPENCER,01562,42.2469,11796,33.93563,1562,MA,-71.9918,11697
STERLING,01564,42.4412,7415,31.62686,1564,MA,-71.773,7272
STURBRIDGE,01566,42.1036,5503,29.2321,1566,MA,-72.0804,5463
UPTON,01568,42.1764,5699,21.08083,1568,MA,-71.606,5563
UXBRIDGE,01569,42.0591,11455,30.56643,1569,MA,-71.6384,11271
WEBSTER,01570,42.0521,16584,14.56609,1570,MA,-71.8484,16415
DUDLEY,01571,42.055,10168,22.00087,1571,MA,-71.9351,10032
WESTBOROUGH,01581,42.2679,18389,21.2825,1581,MA,-71.6152,17933
WEST BOYLSTON,01583,42.3691,7557,13.80223,1583,MA,-71.7841,7481
WEST BROOKFIELD,01585,42.2329,6046,32.74765,1585,MA,-72.1653,5959
WHITINSVILLE,01588,42.1195,8653,9.41257,1588,MA,-71.6657,8549
SUTTON,01590,42.1331,8454,34.21055,1590,MA,-71.7498,8275
WORCESTER,01602,42.2722,21759,6.37253,1602,MA,-71.8497,21712
WORCESTER,01603,42.2435,19595,4.65383,1603,MA,-71.8438,19155
WORCESTER,01604,42.2512,32072,6.3295,1604,MA,-71.7681,31780
WORCESTER,01605,42.2895,28100,6.24909,1605,MA,-71.7896,27743
WORCESTER,01606,42.3136,19446,5.89873,1606,MA,-71.7956,19282
WORCESTER,01607,42.227,9317,3.08682,1607,MA,-71.7871,8399
WORCESTER,01608,42.2623,3000,0.43391,1608,MA,-71.8008,3103
WORCESTER,01609,42.2851,18247,3.54691,1609,MA,-71.8276,18126
WORCESTER,01610,42.2457,23286,2.21824,1610,MA,-71.8089,23334
CHERRY VALLEY,01611,42.2357,2143,3.77601,1611,MA,-71.8743,2222
PAXTON,01612,42.3107,4454,15.53985,1612,MA,-71.9326,4386
FRAMINGHAM,01701,42.3214,32478,17.41837,1701,MA,-71.4374,32466
FRAMINGHAM,01702,42.282,35271,9.11259,1702,MA,-71.4332,34766
VILLAGE OF NAGOG WOODS,01718,42.5199,619,0.08001,1718,MA,-71.4292,420
BOXBOROUGH,01719,42.4884,5009,10.39667,1719,MA,-71.5176,4868
ACTON,01720,42.4842,19969,20.34736,1720,MA,-71.4376,19864
ASHLAND,01721,42.2568,15199,12.95455,1721,MA,-71.4685,14701
BEDFORD,01730,42.4991,12374,12.53278,1730,MA,-71.2785,12326
HANSCOM AFB,01731,42.4638,3142,2.41219,1731,MA,-71.2822,3187
BOLTON,01740,42.4365,4236,20.17931,1740,MA,-71.6065,4181
CARLISLE,01741,42.5302,4726,15.32129,1741,MA,-71.3506,4684
CONCORD,01742,42.4621,17164,25.50505,1742,MA,-71.3649,17084
FAYVILLE,01745,42.2928,273,0.35882,1745,MA,-71.4998,271
HOLLISTON,01746,42.1977,13772,19.06399,1746,MA,-71.4447,13804
HOPEDALE,01747,42.1244,5895,5.14915,1747,MA,-71.5352,5738
HOPKINTON,01748,42.2253,13666,27.81471,1748,MA,-71.538,13303
HUDSON,01749,42.3888,18422,12.25679,1749,MA,-71.546,18226
MARLBOROUGH,01752,42.3493,36707,22.21396,1752,MA,-71.5466,36205
MAYNARD,01754,42.4279,10393,4.76307,1754,MA,-71.4551,10374
MENDON,01756,42.093,5420,18.05971,1756,MA,-71.5513,5256
MILFORD,01757,42.1577,27321,16.04694,1757,MA,-71.5209,27107
NATICK,01760,42.284,31918,15.83095,1760,MA,-71.3497,31703
SHERBORN,01770,42.2336,4267,15.91254,1770,MA,-71.3751,4194
SOUTHBOROUGH,01772,42.3009,8856,15.58166,1772,MA,-71.5304,8547
LINCOLN,01773,42.425,5270,14.52313,1773,MA,-71.3101,5110
STOW,01775,42.4296,6032,18.21099,1775,MA,-71.5101,5943
SUDBURY,01776,42.3846,17126,24.80547,1776,MA,-71.4235,16817
WAYLAND,01778,42.3582,13417,15.97245,1778,MA,-71.3591,12902
WOBURN,01801,42.4866,37400,12.85506,1801,MA,-71.1544,37279
BURLINGTON,01803,42.5022,22815,11.81891,1803,MA,-71.2027,22775
ANDOVER,01810,42.6464,31559,32.14245,1810,MA,-71.165,31281
BILLERICA,01821,42.5493,29394,16.7854,1821,MA,-71.2526,29284
CHELMSFORD,01824,42.5907,25392,18.36299,1824,MA,-71.3559,25305
DRACUT,01826,42.6831,28295,21.53311,1826,MA,-71.3005,28126
DUNSTABLE,01827,42.6762,2906,16.68773,1827,MA,-71.5005,2833
HAVERHILL,01830,42.7959,24621,14.90108,1830,MA,-71.0526,24321
HAVERHILL,01832,42.7912,21511,11.93807,1832,MA,-71.1308,21096
