Po Name,Zip,latitude,Pop2001,Area,zip2,State,longitude,Sumblkpop
KANSAS CITY,64139,38.968,989,4.31127,64139,MO,-94.4094,987
KANSAS CITY,64145,38.8797,4524,5.33213,64145,MO,-94.597,4532
KANSAS CITY,64146,38.8795,1394,5.53263,64146,MO,-94.5747,1328
KANSAS CITY,64147,38.8462,744,3.63229,64147,MO,-94.5502,743
KANSAS CITY,64149,38.8612,390,8.47812,64149,MO,-94.4645,377
RIVERSIDE,64150,39.1711,3021,5.57791,64150,MO,-94.6302,3094
KANSAS CITY,64151,39.2149,23083,13.5494,64151,MO,-94.631,22974
KANSAS CITY,64152,39.2175,23961,38.91942,64152,MO,-94.7387,22757
KANSAS CITY,64153,39.279,3758,33.5562,64153,MO,-94.7252,3588
KANSAS CITY,64154,39.274,4810,10.89197,64154,MO,-94.6306,4619
KANSAS CITY,64155,39.2828,17351,13.91524,64155,MO,-94.5765,16823
KANSAS CITY,64156,39.2771,1100,13.44849,64156,MO,-94.5214,1045
KANSAS CITY,64157,39.2777,3587,10.05763,64157,MO,-94.4708,3477
KANSAS CITY,64158,39.235,2636,2.38821,64158,MO,-94.4788,2433
KANSAS CITY,64161,39.1639,426,16.14461,64161,MO,-94.4496,427
KANSAS CITY,64163,39.3352,680,14.08404,64163,MO,-94.7001,647
KANSAS CITY,64164,39.3247,302,9.98474,64164,MO,-94.6253,304
KANSAS CITY,64165,39.3216,66,3.1997,64165,MO,-94.5649,56
KANSAS CITY,64166,39.3207,240,4.55513,64166,MO,-94.5174,255
KANSAS CITY,64167,39.3212,417,1.56521,64167,MO,-94.4824,396
AGENCY,64401,39.6465,1472,41.29779,64401,MO,-94.704,1603
ALBANY,64402,40.2702,2585,146.81789,64402,MO,-94.3213,2589
AMAZONIA,64421,39.9164,1155,40.05665,64421,MO,-94.9296,1079
AMITY,64422,39.8974,691,48.84311,64422,MO,-94.4957,511
BARNARD,64423,40.1964,598,46.70837,64423,MO,-94.7909,600
BETHANY,64424,40.2626,4297,208.38772,64424,MO,-94.0092,4280
BLYTHEDALE,64426,40.5212,496,67.09763,64426,MO,-93.8602,489
BOLCKOW,64427,40.1,693,64.31033,64427,MO,-94.8887,643
BURLINGTON JUNCTION,64428,40.4355,906,46.68071,64428,MO,-95.0207,908
CAMERON,64429,39.7463,6423,106.41973,64429,MO,-94.2649,10359
CLARKSDALE,64430,39.8365,581,29.65217,64430,MO,-94.5703,707
CLEARMONT,64431,40.5243,438,55.88712,64431,MO,-94.9816,445
CLYDE,64432,40.2706,210,16.38244,64432,MO,-94.6423,211
CONCEPTION,64433,40.2299,273,13.03995,64433,MO,-94.6741,274
CONCEPTION JUNCTION,64434,40.2741,302,14.96873,64434,MO,-94.7178,303
COSBY,64436,39.8483,785,34.57725,64436,MO,-94.6917,769
CRAIG,64437,40.1421,933,140.41344,64437,MO,-95.3605,961
DARLINGTON,64438,40.1901,237,21.73348,64438,MO,-94.4131,235
DEARBORN,64439,39.5288,1989,75.9769,64439,MO,-94.7637,1958
DE KALB,64440,39.5756,705,35.28399,64440,MO,-94.9372,697
DENVER,64441,40.4281,174,46.85539,64441,MO,-94.2902,174
EAGLEVILLE,64442,40.4992,661,65.68134,64442,MO,-94.013,652
EASTON,64443,39.7474,1499,63.15331,64443,MO,-94.6591,1494
EDGERTON,64444,39.4809,1313,33.73738,64444,MO,-94.6429,1282
ELMO,64445,40.5159,448,65.74709,64445,MO,-95.1297,450
FAIRFAX,64446,40.324,1150,156.69092,64446,MO,-95.3466,1177
FAUCETT,64448,39.5998,753,23.09796,64448,MO,-94.8031,779
FILLMORE,64449,40.029,535,32.15017,64449,MO,-94.9761,453
FOREST CITY,64451,39.987,405,35.18859,64451,MO,-95.2223,415
GENTRY,64453,40.3446,244,43.73193,64453,MO,-94.4105,241
GOWER,64454,39.59,2301,57.28545,64454,MO,-94.5961,2268
GRAHAM,64455,40.1983,484,64.13414,64455,MO,-94.9986,492
GRANT CITY,64456,40.5209,1369,83.86148,64456,MO,-94.3461,1370
GUILFORD,64457,40.1703,360,49.06571,64457,MO,-94.6755,372
HATFIELD,64458,40.5254,210,59.18728,64458,MO,-94.1448,207
HELENA,64459,39.9239,1399,32.79259,64459,MO,-94.6556,687
HOPKINS,64461,40.5385,797,38.80597,64461,MO,-94.8215,806
KING CITY,64463,40.0772,1437,118.74175,64463,MO,-94.5243,1620
LATHROP,64465,39.5474,3645,94.14361,64465,MO,-94.3022,3975
MAITLAND,64466,40.1942,531,46.63128,64466,MO,-95.1139,542
MARTINSVILLE,64467,40.4021,272,60.53588,64467,MO,-94.1608,248
MARYVILLE,64468,40.3071,14408,173.51308,64468,MO,-94.8706,14405
MAYSVILLE,64469,39.9352,2159,129.81932,64469,MO,-94.3552,2302
MOUND CITY,64470,40.1452,1913,137.20442,64470,MO,-95.1934,1943
NEW HAMPTON,64471,40.225,634,54.77455,64471,MO,-94.1745,597
OREGON,64473,39.9598,1474,105.87012,64473,MO,-95.0891,1490
OSBORN,64474,39.7848,4358,34.81182,64474,MO,-94.386,749
PARNELL,64475,40.4989,419,61.02417,64475,MO,-94.6841,423
PICKERING,64476,40.467,472,47.15373,64476,MO,-94.8332,477
PLATTSBURG,64477,39.6044,3746,124.46618,64477,MO,-94.4368,3572
RAVENWOOD,64479,40.3646,962,74.83663,64479,MO,-94.6819,972
REA,64480,40.0578,724,46.29482,64480,MO,-94.7085,455
RIDGEWAY,64481,40.4073,871,57.99162,64481,MO,-93.9714,867
ROCK PORT,64482,40.4654,2287,189.65506,64482,MO,-95.5608,2345
ROSENDALE,64483,40.0422,675,33.21019,64483,MO,-94.843,679
RUSHVILLE,64484,39.5596,1140,51.3616,64484,MO,-95.0336,1096
SAVANNAH,64485,39.9466,7636,93.26583,64485,MO,-94.8069,7582
SHERIDAN,64486,40.4852,627,101.72501,64486,MO,-94.5453,627
SKIDMORE,64487,40.3353,768,111.47738,64487,MO,-95.0813,785
STANBERRY,64489,40.2748,1863,96.62616,64489,MO,-94.5409,1852
STEWARTSVILLE,64490,39.7356,2212,93.18885,64490,MO,-94.5161,2085
TARKIO,64491,40.4369,2234,90.04028,64491,MO,-95.32,2269
TRIMBLE,64492,39.4801,1200,37.46906,64492,MO,-94.5406,1167
TURNEY,64493,39.6259,398,19.05289,64493,MO,-94.2808,390
UNION STAR,64494,39.9824,765,50.21979,64494,MO,-94.6073,908
WATSON,64496,40.4818,187,26.52863,64496,MO,-95.6332,193
WEATHERBY,64497,39.9202,747,35.81125,64497,MO,-94.2212,432
WESTBORO,64498,40.5301,430,82.60788,64498,MO,-95.3167,446
WORTH,64499,40.4286,211,34.4207,64499,MO,-94.4231,211
SAINT JOSEPH,64501,39.7638,12765,3.84476,64501,MO,-94.8437,12590
SAINT JOSEPH,64503,39.7334,12353,9.71978,64503,MO,-94.8083,12287
SAINT JOSEPH,64504,39.6717,11570,71.72389,64504,MO,-94.9028,11582
SAINT JOSEPH,64505,39.8278,11606,37.73654,64505,MO,-94.8427,12515
SAINT JOSEPH,64506,39.7912,22070,19.79861,64506,MO,-94.7742,21764
SAINT JOSEPH,64507,39.7129,12519,28.74361,64507,MO,-94.7667,12430
CHILLICOTHE,64601,39.7548,11579,262.05358,64601,MO,-93.5117,11786
ALTAMONT,64620,39.9058,642,16.7218,64620,MO,-94.1012,473
BOGARD,64622,39.5123,946,107.95846,64622,MO,-93.552,935
BOSWORTH,64623,39.4833,661,51.01803,64623,MO,-93.3396,661
BRAYMER,64624,39.5973,1675,107.6017,64624,MO,-93.7769,1661
BRECKENRIDGE,64625,39.7424,630,35.47444,64625,MO,-93.8148,627
BROOKFIELD,64628,39.8152,6171,130.31809,64628,MO,-93.0384,6209
BROWNING,64630,40.0116,327,20.82354,64630,MO,-93.181,389
BUCKLIN,64631,39.8272,969,79.26373,64631,MO,-92.8817,987
CAINSVILLE,64632,40.4825,738,110.30467,64632,MO,-93.7413,732
CARROLLTON,64633,39.379,5319,138.34864,64633,MO,-93.4775,5354
CHULA,64635,39.9322,633,90.65035,64635,MO,-93.4593,700
COFFEY,64636,40.1158,452,16.17527,64636,MO,-94.0167,239
COWGILL,64637,39.5685,473,36.5112,64637,MO,-93.9272,471
DAWN,64638,39.6633,425,36.02999,64638,MO,-93.5968,349
DE WITT,64639,39.3519,445,95.7003,64639,MO,-93.2949,453
GALLATIN,64640,39.8832,3402,143.67034,64640,MO,-93.9507,3049
GALT,64641,40.1603,466,32.96279,64641,MO,-93.3809,472
GILMAN CITY,64642,40.1729,894,116.84882,64642,MO,-93.8319,887
HALE,64643,39.5731,692,46.02695,64643,MO,-93.3492,694
HAMILTON,64644,39.7224,2960,118.20065,64644,MO,-93.9629,2973
HARRIS,64645,40.3179,113,7.85356,64645,MO,-93.3437,112
HUMPHREYS,64646,40.1026,475,75.53242,64646,MO,-93.2994,473
JAMESON,64647,40.0091,360,53.2527,64647,MO,-93.9713,350
JAMESPORT,64648,39.9844,1731,161.36965,64648,MO,-93.7892,2205
KIDDER,64649,39.762,920,50.93821,64649,MO,-94.1191,1023
KINGSTON,64650,39.6521,915,67.92885,64650,MO,-94.092,891
LACLEDE,64651,39.777,724,46.35344,64651,MO,-93.1839,726
LAREDO,64652,40.0092,466,34.45041,64652,MO,-93.436,454
LINNEUS,64653,39.9005,1238,115.95406,64653,MO,-93.2299,885
LOCK SPRINGS,64654,39.8805,711,27.01488,64654,MO,-93.8193,239
LUCERNE,64655,40.4302,204,50.20967,64655,MO,-93.2874,200
LUDLOW,64656,39.6554,410,34.76034,64656,MO,-93.7043,412
MC FALL,64657,40.102,531,106.86531,64657,MO,-94.3293,527
MARCELINE,64658,39.6887,3344,64.16689,64658,MO,-92.9193,3367
MEADVILLE,64659,39.7736,844,65.8198,64659,MO,-93.2975,924
MENDON,64660,39.5711,525,74.19534,64660,MO,-93.087,530
MERCER,64661,40.5264,1047,97.15849,64661,MO,-93.4982,1046
MOORESVILLE,64664,39.7407,299,27.88765,64664,MO,-93.7165,304
NEWTOWN,64667,40.3443,396,46.77528,64667,MO,-93.271,392
NORBORNE,64668,39.3454,1539,186.02214,64668,MO,-93.6637,1551
PATTONSBURG,64670,40.05,712,112.29467,64670,MO,-94.1414,959
POLO,64671,39.5452,1553,93.9776,64671,MO,-94.0633,1799
POWERSVILLE,64672,40.5262,273,67.63686,64672,MO,-93.2889,268
PRINCETON,64673,40.3614,2769,321.63582,64673,MO,-93.5887,2771
PURDIN,64674,39.9752,283,68.19307,64674,MO,-93.1277,517
ROTHVILLE,64676,39.6601,388,48.95448,64676,MO,-93.0467,392
SPICKARD,64679,40.2337,722,89.01953,64679,MO,-93.5513,732
SUMNER,64681,39.6482,257,61.9148,64681,MO,-93.2056,260
TINA,64682,39.5716,431,35.25201,64682,MO,-93.4779,431
TRENTON,64683,40.0891,8416,265.98615,64683,MO,-93.5851,8485
UTICA,64686,39.7325,317,21.18706,64686,MO,-93.6166,323
WHEELING,64688,39.8063,398,33.11023,64688,MO,-93.3935,406
WINSTON,64689,39.8592,590,48.28117,64689,MO,-94.1497,751
HARRISONVILLE,64701,38.628,14065,122.83356,64701,MO,-94.333,13766
ADRIAN,64720,38.4339,2851,63.27032,64720,MO,-94.4003,2764
AMORET,64722,38.2686,460,32.30365,64722,MO,-94.5635,449
AMSTERDAM,64723,38.3716,787,45.16928,64723,MO,-94.5627,768
APPLETON CITY,64724,38.1577,1614,45.54618,64724,MO,-93.9974,1602
ARCHIE,64725,38.5075,1735,54.41608,64725,MO,-94.3551,1712
BLAIRSTOWN,64726,38.5227,605,60.92944,64726,MO,-93.9283,612
BRONAUGH,64728,37.6867,585,62.87002,64728,MO,-94.5018,583
BUTLER,64730,38.2705,9230,510.92709,64730,MO,-94.2727,9053
CHILHOWEE,64733,38.5969,1004,56.39372,64733,MO,-93.8358,945
CLEVELAND,64734,38.6527,1880,42.01096,64734,MO,-94.5734,1823
CLINTON,64735,38.3723,13340,325.90208,64735,MO,-93.7812,13217
COLLINS,64738,37.8716,961,70.66572,64738,MO,-93.6815,940
CREIGHTON,64739,38.5094,989,51.72017,64739,MO,-94.0929,962
DEEPWATER,64740,38.2367,1688,73.04653,64740,MO,-93.71,1657
DEERFIELD,64741,37.8117,1067,69.64326,64741,MO,-94.5097,1061
DREXEL,64742,38.5073,2173,75.39439,64742,MO,-94.5399,2110
EL DORADO SPRINGS,64744,37.8353,7053,156.07381,64744,MO,-94.054,7055
FOSTER,64745,38.1709,427,48.31001,64745,MO,-94.5536,419
FREEMAN,64746,38.6094,1473,30.46635,64746,MO,-94.4925,1449
GARDEN CITY,64747,38.5708,3669,109.55791,64747,MO,-94.1777,3543
GOLDEN CITY,64748,37.3545,1465,72.14503,64748,MO,-94.129,1458
HARWOOD,64750,37.9493,166,15.3291,64750,MO,-94.1188,167
HORTON,64751,37.997,626,95.43101,64751,MO,-94.3928,622
HUME,64752,38.0384,793,86.18233,64752,MO,-94.5454,781
JASPER,64755,37.3212,3500,138.85891,64755,MO,-94.3176,3250
JERICO SPRINGS,64756,37.669,1115,86.10768,64756,MO,-94.0085,1102
LAMAR,64759,37.5247,8494,317.08715,64759,MO,-94.2635,8407
LEETON,64761,38.606,1341,53.1787,64761,MO,-93.6856,1320
LIBERAL,64762,37.5506,1721,142.17819,64762,MO,-94.5124,1766
LOWRY CITY,64763,38.1481,1414,56.99999,64763,MO,-93.6916,1396
MILO,64767,37.7378,572,30.37659,64767,MO,-94.2984,560
MINDENMINES,64769,37.4441,533,31.26415,64769,MO,-94.559,558
MONTROSE,64770,38.2585,779,62.30115,64770,MO,-93.9861,780
MOUNDVILLE,64771,37.7448,470,41.93448,64771,MO,-94.4965,468
NEVADA,64772,37.8503,12591,144.87288,64772,MO,-94.3447,12582
OSCEOLA,64776,38.0341,5838,500.21657,64776,MO,-93.7837,5693
RICHARDS,64778,37.8998,229,35.34996,64778,MO,-94.5611,228
RICH HILL,64779,38.0925,1868,44.493,64779,MO,-94.3604,1837
ROCKVILLE,64780,38.0757,436,51.09149,64780,MO,-94.1669,433
SCHELL CITY,64783,37.9974,871,79.44619,64783,MO,-94.1827,868
SHELDON,64784,37.6923,1525,104.1051,64784,MO,-94.2047,1495
URICH,64788,38.4407,988,54.37624,64788,MO,-93.9921,977
WALKER,64790,37.8912,578,36.16838,64790,MO,-94.2329,569
JOPLIN,64801,37.1113,32855,59.64762,64801,MO,-94.4969,32485
JOPLIN,64804,37.0203,34743,95.4117,64804,MO,-94.5076,34339
ANDERSON,64831,36.6812,5986,119.75387,64831,MO,-94.5163,5891
ASBURY,64832,37.3307,629,65.33809,64832,MO,-94.5674,760
AVILLA,64833,37.2221,350,13.18916,64833,MO,-94.1201,256
CARL JUNCTION,64834,37.1978,7669,39.43694,64834,MO,-94.563,7335
CARTERVILLE,64835,37.1419,1853,3.36259,64835,MO,-94.4384,1827
CARTHAGE,64836,37.1698,22364,183.05811,64836,MO,-94.2837,22031
DIAMOND,64840,37.0172,2500,50.36441,64840,MO,-94.3214,2504
FAIRVIEW,64842,36.7943,799,21.13011,64842,MO,-94.1068,779
GOODMAN,64843,36.7238,2833,51.10982,64843,MO,-94.3707,2810
GRANBY,64844,36.9147,4549,68.66704,64844,MO,-94.2404,4457
LANAGAN,64847,36.5991,822,8.83497,64847,MO,-94.4574,815
LA RUSSELL,64848,37.2068,778,63.68776,64848,MO,-94.0027,765
NEOSHO,64850,36.8671,21504,195.43219,64850,MO,-94.4022,21149
NOEL,64854,36.5439,3367,36.79482,64854,MO,-94.4991,3294
ORONOGO,64855,37.2993,3508,49.46873,64855,MO,-94.4753,2568
PINEVILLE,64856,36.5697,3916,107.59894,64856,MO,-94.3404,3837
REEDS,64859,37.1584,277,24.4281,64859,MO,-94.1545,756
ROCKY COMFORT,64861,36.7031,746,41.25683,64861,MO,-94.117,738
SARCOXIE,64862,37.12,2828,63.30923,64862,MO,-94.0875,2672
SOUTH WEST CITY,64863,36.5584,1553,28.92323,64863,MO,-94.5872,1534
SENECA,64865,36.8529,5222,64.7896,64865,MO,-94.5725,5136
STARK CITY,64866,36.8751,1488,59.67453,64866,MO,-94.136,1444
STELLA,64867,36.718,1820,81.27987,64867,MO,-94.2278,1778
TIFF CITY,64868,36.6658,44,0.13969,64868,MO,-94.6157,44
WEBB CITY,64870,37.1691,11373,25.10003,64870,MO,-94.4753,11792
WENTWORTH,64873,36.9947,1054,59.13069,64873,MO,-94.1295,1048
WHEATON,64874,36.7756,1146,14.58356,64874,MO,-94.0368,1138
ARGYLE,65001,38.2997,440,27.09292,65001,MO,-92.0063,437
ASHLAND,65010,38.7836,4210,59.4402,65010,MO,-92.2475,4098
BARNETT,65011,38.3961,1850,82.68071,65011,MO,-92.7065,2058
BELLE,65013,38.2585,3288,133.49332,65013,MO,-91.7513,3252
BLAND,65014,38.3248,2459,147.17939,65014,MO,-91.6274,2430
BONNOTS MILL,65016,38.5618,1444,57.60127,65016,MO,-91.9221,1417
BRUMLEY,65017,38.0807,1470,56.00004,65017,MO,-92.5001,1709
CALIFORNIA,65018,38.6204,8077,166.80899,65018,MO,-92.544,7474
CAMDENTON,65020,37.9862,10730,128.14716,65020,MO,-92.7696,10294
CENTERTOWN,65023,38.6443,1470,45.95907,65023,MO,-92.3925,1566
CHAMOIS,65024,38.6352,1129,81.95754,65024,MO,-91.7599,1114
CLARKSBURG,65025,38.6629,1004,55.13287,65025,MO,-92.6777,919
ELDON,65026,38.3342,9783,127.29577,65026,MO,-92.5549,9733
EUGENE,65032,38.3666,1510,33.96804,65032,MO,-92.3663,1243
FORTUNA,65034,38.5564,598,29.96027,65034,MO,-92.8198,502
FREEBURG,65035,38.3612,1635,71.78898,65035,MO,-91.9255,1614
GRAVOIS MILLS,65037,38.2503,3932,70.86134,65037,MO,-92.8573,3700
HARTSBURG,65039,38.7113,2089,60.93197,65039,MO,-92.2896,2064
HENLEY,65040,38.3672,957,43.01419,65040,MO,-92.3175,1177
HERMANN,65041,38.6112,5202,172.31995,65041,MO,-91.4883,5150
HIGH POINT,65042,38.4618,479,7.06127,65042,MO,-92.6019,70
HOLTS SUMMIT,65043,38.6199,8862,64.87316,65043,MO,-92.1072,8639
JAMESTOWN,65046,38.792,1199,85.711,65046,MO,-92.4839,1193
KAISER,65047,38.1828,1300,14.75739,65047,MO,-92.5639,996
KOELTZTOWN,65048,38.3199,218,6.01937,65048,MO,-92.0519,217
LAKE OZARK,65049,38.2115,6764,31.02553,65049,MO,-92.6479,6533
LATHAM,65050,38.5413,716,28.46059,65050,MO,-92.6875,701
LINN,65051,38.4777,4434,137.73329,65051,MO,-91.7857,4346
LINN CREEK,65052,38.0526,3715,58.83979,65052,MO,-92.6502,3684
LOHMAN,65053,38.541,1419,35.95382,65053,MO,-92.3736,1386
LOOSE CREEK,65054,38.4611,1096,30.82176,65054,MO,-91.9521,1075
META,65058,38.2385,961,94.41866,65058,MO,-92.1207,950
MOKANE,65059,38.7071,904,37.31991,65059,MO,-91.881,871
MORRISON,65061,38.6122,287,44.07671,65061,MO,-91.6485,766
MOUNT STERLING,65062,38.5299,335,22.78084,65062,MO,-91.6113,203
NEW BLOOMFIELD,65063,38.7247,3138,87.91827,65063,MO,-92.0841,3045
OLEAN,65064,38.4015,1029,21.80114,65064,MO,-92.5251,1017
OSAGE BEACH,65065,38.1306,4646,14.61777,65065,MO,-92.6673,4511
OWENSVILLE,65066,38.3608,7462,164.62381,65066,MO,-91.4849,6339
PORTLAND,65067,38.7716,438,46.79014,65067,MO,-91.693,430
PRAIRIE HOME,65068,38.8141,618,41.57645,65068,MO,-92.6086,604
RHINELAND,65069,38.7593,1440,84.22351,65069,MO,-91.5565,1035
ROCKY MOUNT,65072,38.2736,1310,16.77671,65072,MO,-92.7239,1285
RUSSELLVILLE,65074,38.4725,1737,70.18966,65074,MO,-92.4694,2271
SAINT ELIZABETH,65075,38.2859,763,44.3763,65075,MO,-92.2731,761
SAINT THOMAS,65076,38.372,756,31.36482,65076,MO,-92.1918,741
STEEDMAN,65077,38.7596,521,43.09396,65077,MO,-91.7905,511
STOVER,65078,38.3965,3366,147.95825,65078,MO,-93.0059,3295
SUNRISE BEACH,65079,38.1611,5312,41.01198,65079,MO,-92.7896,5121
TEBBETTS,65080,38.6391,909,37.50719,65080,MO,-91.9685,896
TIPTON,65081,38.6322,3548,59.05675,65081,MO,-92.7814,3830
TUSCUMBIA,65082,38.2384,1327,64.89645,65082,MO,-92.4829,1317
ULMAN,65083,38.1336,642,32.10458,65083,MO,-92.4629,627
VERSAILLES,65084,38.4325,6672,161.95081,65084,MO,-92.8506,6479
WESTPHALIA,65085,38.4046,1235,57.5565,65085,MO,-92.0755,1224
JEFFERSON CITY,65101,38.4863,29024,124.06333,65101,MO,-92.1536,28904
JEFFERSON CITY,65109,38.5711,35759,83.70937,65109,MO,-92.28,35451
COLUMBIA,65201,38.8919,34271,91.46926,65201,MO,-92.2461,33912
COLUMBIA,65202,39.0163,36604,153.1476,65202,MO,-92.2837,35773
COLUMBIA,65203,38.8969,45886,72.15159,65203,MO,-92.3987,45077
COLUMBIA,65211,38.9378,231,0.30966,65211,MO,-92.3147,229
COLUMBIA,65215,38.9522,297,0.03215,65215,MO,-92.3195,301
COLUMBIA,65216,38.9578,240,0.03118,65216,MO,-92.3263,242
ARMSTRONG,65230,39.2684,726,51.19309,65230,MO,-92.7035,724
AUXVASSE,65231,39.0122,3403,136.97227,65231,MO,-91.8828,3234
BENTON CITY,65232,39.112,276,14.43606,65232,MO,-91.7777,245
BOONVILLE,65233,38.9123,11139,131.2332,65233,MO,-92.7314,11005
BRUNSWICK,65236,39.4481,1424,70.82353,65236,MO,-93.0876,1440
BUNCETON,65237,38.7707,1072,120.34649,65237,MO,-92.7984,1065
CAIRO,65239,39.5203,1260,53.32485,65239,MO,-92.4214,1246
CENTRALIA,65240,39.2035,6162,85.12702,65240,MO,-92.1556,6009
CLARK,65243,39.2914,5744,171.64511,65243,MO,-92.3507,5589
CLIFTON HILL,65244,39.4244,366,44.99108,65244,MO,-92.6671,358
DALTON,65246,39.3911,153,30.67427,65246,MO,-92.9941,155
EXCELLO,65247,39.6384,612,53.43529,65247,MO,-92.4741,601
FAYETTE,65248,39.1326,4718,175.72453,65248,MO,-92.6515,4714
FRANKLIN,65250,39.0431,753,63.34918,65250,MO,-92.8436,750
FULTON,65251,38.8536,21486,231.21435,65251,MO,-91.9694,21070
GLASGOW,65254,39.2057,1725,65.42734,65254,MO,-92.8228,1738
HALLSVILLE,65255,39.098,3125,63.29004,65255,MO,-92.2361,3141
HARRISBURG,65256,39.1213,1430,48.95897,65256,MO,-92.4468,1389
HIGBEE,65257,39.2713,1253,61.07275,65257,MO,-92.5427,1248
HOLLIDAY,65258,39.4849,300,12.7422,65258,MO,-92.1369,293
HUNTSVILLE,65259,39.4599,3415,167.71445,65259,MO,-92.5871,3399
JACKSONVILLE,65260,39.5835,729,51.75339,65260,MO,-92.4189,708
KEYTESVILLE,65261,39.4905,1312,112.25311,65261,MO,-92.9261,1327
KINGDOM CITY,65262,38.9563,455,27.59333,65262,MO,-91.9751,449
MADISON,65263,39.4792,2213,170.50222,65263,MO,-92.2172,2178
MARTINSBURG,65264,39.084,743,56.28342,65264,MO,-91.6881,794
MEXICO,65265,39.1799,15207,190.75045,65265,MO,-91.8819,15358
MOBERLY,65270,39.4389,13962,67.78952,65270,MO,-92.396,14013
NEW FRANKLIN,65274,39.0208,1730,51.63576,65274,MO,-92.684,1717
PARIS,65275,39.5188,3324,259.34318,65275,MO,-92.0142,3278
PILOT GROVE,65276,38.8452,1610,96.3665,65276,MO,-92.9593,1594
ROCHEPORT,65279,39.0055,1653,46.3916,65279,MO,-92.5175,1525
RUSH HILL,65280,39.1992,504,55.59414,65280,MO,-91.6683,502
SALISBURY,65281,39.4565,3493,266.01821,65281,MO,-92.8123,3530
SANTA FE,65282,39.4032,711,111.74441,65282,MO,-91.8253,705
STOUTSVILLE,65283,39.533,439,75.42778,65283,MO,-91.8327,429
STURGEON,65284,39.1904,2279,54.52063,65284,MO,-92.3025,2342
THOMPSON,65285,39.2125,1645,124.44521,65285,MO,-92.0427,1516
TRIPLETT,65286,39.5096,197,48.09947,65286,MO,-93.2143,200
WOOLDRIDGE,65287,38.9036,316,28.00263,65287,MO,-92.5589,309
SEDALIA,65301,38.6995,32413,260.56652,65301,MO,-93.2244,32081
WHITEMAN AIR FORCE BASE,65305,38.7298,3829,7.27531,65305,MO,-93.5633,3843
BLACKBURN,65321,39.0921,748,70.1019,65321,MO,-93.3953,748
BLACKWATER,65322,38.9719,730,63.8139,65322,MO,-92.9524,720
CALHOUN,65323,38.4736,1101,75.23561,65323,MO,-93.6303,1044
CLIMAX SPRINGS,65324,38.1242,2484,86.86989,65324,MO,-92.9667,2397
COLE CAMP,65325,38.4484,3046,138.99389,65325,MO,-93.18,3008
EDWARDS,65326,38.1654,1770,136.68197,65326,MO,-93.148,1714
FLORENCE,65329,38.6216,983,69.26218,65329,MO,-92.9928,950
GILLIAM,65330,39.2531,492,45.13813,65330,MO,-92.9773,490
GREEN RIDGE,65332,38.6159,1529,89.4343,65332,MO,-93.4198,1543
HOUSTONIA,65333,38.9164,953,71.92746,65333,MO,-93.3015,942
HUGHESVILLE,65334,38.8551,772,67.85357,65334,MO,-93.2195,740
IONIA,65335,38.5067,226,12.35004,65335,MO,-93.3117,222
KNOB NOSTER,65336,38.7819,5407,109.99526,65336,MO,-93.5677,5342
LA MONTE,65337,38.7912,1980,90.57748,65337,MO,-93.4335,1974
LINCOLN,65338,38.4374,2137,108.89813,65338,MO,-93.4078,2101
MALTA BEND,65339,39.2078,606,83.33565,65339,MO,-93.3861,605
MARSHALL,65340,39.0704,15436,211.61964,65340,MO,-93.1982,15383
MIAMI,65344,39.2813,554,108.84925,65344,MO,-93.1933,557
MORA,65345,38.5476,135,11.56133,65345,MO,-93.1424,133
NELSON,65347,39.0045,950,89.87754,65347,MO,-93.0424,940
OTTERVILLE,65348,38.7218,1049,44.77257,65348,MO,-92.9696,1040
SLATER,65349,39.2064,2746,99.38613,65349,MO,-93.0291,2755
SMITHTON,65350,38.6412,1515,48.50559,65350,MO,-93.0981,1505
SWEET SPRINGS,65351,38.9681,2424,70.52329,65351,MO,-93.4356,2416
SYRACUSE,65354,38.6286,738,28.43777,65354,MO,-92.8918,599
WARSAW,65355,38.2382,10560,326.98469,65355,MO,-93.3261,10276
WINDSOR,65360,38.5455,4215,99.91755,65360,MO,-93.5251,4162
ROLLA,65401,37.9414,26955,238.60578,65401,MO,-91.7791,26598
ROLLA,65409,37.9549,1009,0.07041,65409,MO,-91.7737,1007
BENDAVIS,65433,37.2633,50,11.36111,65433,MO,-92.2283,108
BEULAH,65436,37.6449,509,41.26821,65436,MO,-91.8698,502
BIRCH TREE,65438,36.9222,3591,363.86436,65438,MO,-91.5061,3577
BIXBY,65439,37.6652,487,85.0382,65439,MO,-91.0691,494
BOSS,65440,37.6445,437,64.33943,65440,MO,-91.2325,433
BOURBON,65441,38.1199,4300,129.30467,65441,MO,-91.1967,4850
BRINKTOWN,65443,38.0913,1149,71.89572,65443,MO,-92.1168,1119
BUCYRUS,65444,37.3908,1402,103.64774,65444,MO,-92.0593,1397
CHERRYVILLE,65446,37.7857,918,82.98509,65446,MO,-91.2422,873
COOK STATION,65449,37.8377,164,46.85329,65449,MO,-91.4703,339
CROCKER,65452,37.9585,2877,84.57438,65452,MO,-92.2915,2777
CUBA,65453,38.123,9251,157.73352,65453,MO,-91.4277,8150
DAVISVILLE,65456,37.7961,314,47.59864,65456,MO,-91.1485,352
DEVILS ELBOW,65457,37.8163,2224,28.08449,65457,MO,-92.057,921
DIXON,65459,37.9913,5200,144.70864,65459,MO,-92.0609,6502
